error_id;difficulty;generati;non_generati
SYN_7_UNDEFINED_OBJECT;EASY;9;1
SYN_7_UNDEFINED_OBJECT;MEDIUM;9;1
SYN_7_UNDEFINED_OBJECT;HARD;9;1
