error_id;difficulty;generati;non_generati
COM_83_UNNECESSARY_DISTINCT_IN_SELECT_CLAUSE;EASY;5;5
COM_83_UNNECESSARY_DISTINCT_IN_SELECT_CLAUSE;MEDIUM;10;0
COM_83_UNNECESSARY_DISTINCT_IN_SELECT_CLAUSE;HARD;8;2
